City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,newman,37.3138,-121.0208,82.04,39,53,8.99,US,Wed Sep 11 21:54:06 2024
272,markala,13.7021,-6.0659,76.95,74,100,3.96,ML,Wed Sep 11 21:54:06 2024
273,fada,7.25,4.0667,71.83,99,100,1.83,NG,Wed Sep 11 21:54:06 2024
274,levuka,50.1834,-105.4011,60.53,63,75,23.02,CA,Wed Sep 11 21:54:06 2024
275,sao joao da barra,-21.6403,-41.0511,73.71,83,0,26.93,BR,Wed Sep 11 21:54:06 2024
276,svetlyy,54.675,20.1347,58.12,80,100,5.75,RU,Wed Sep 11 21:54:06 2024
277,sao vicente,-23.9631,-46.3919,71.98,26,100,3.83,BR,Wed Sep 11 21:51:07 2024
278,chardara,41.2547,67.9692,63.84,39,34,7.63,KZ,Wed Sep 11 21:54:06 2024
279,hollidaysburg,40.4273,-78.3889,66.09,77,0,3.44,US,Wed Sep 11 21:54:06 2024
280,laojunmiao,39.8333,97.7333,51.35,92,100,14.45,CN,Wed Sep 11 21:54:06 2024
281,hacienda huancane,-15.8222,-70.8856,43.43,30,66,3.58,PE,Wed Sep 11 21:54:07 2024
282,charters towers,-20.1,146.2667,82.35,28,0,9.13,AU,Wed Sep 11 21:50:31 2024
283,lakhnadon,22.6,79.6,73.87,90,100,8.61,IN,Wed Sep 11 21:54:07 2024
284,tura,25.5198,90.2201,82.94,77,33,0.34,IN,Wed Sep 11 21:54:07 2024
285,saldanha,-33.0117,17.9442,55.45,77,100,10.65,ZA,Wed Sep 11 21:54:07 2024
286,kilindoni,-7.9139,39.6668,76.3,78,47,8.99,TZ,Wed Sep 11 21:54:07 2024
287,touros,-5.1989,-35.4608,75.72,81,53,14.52,BR,Wed Sep 11 21:54:07 2024
288,ambon,-3.6954,128.1814,84.34,74,40,8.05,ID,Wed Sep 11 21:54:08 2024
289,galesong,-5.3166,119.3661,84.65,53,12,1.52,ID,Wed Sep 11 21:54:08 2024
290,katsuura,35.1333,140.3,82.58,81,29,10.85,JP,Wed Sep 11 21:54:08 2024
291,aasiaat,68.7098,-52.8699,28.31,81,14,7.31,GL,Wed Sep 11 21:54:08 2024
292,as sulayyil,20.4607,45.5779,84.9,13,11,3.36,SA,Wed Sep 11 21:54:08 2024
293,bac lieu,9.285,105.7244,85.05,73,98,15.01,VN,Wed Sep 11 21:54:08 2024
294,antofagasta,-23.65,-70.4,58.28,84,61,6.24,CL,Wed Sep 11 21:51:48 2024
295,keflavik,64.0049,-22.5624,43.23,81,40,5.75,IS,Wed Sep 11 21:54:08 2024
296,mariental,-24.6333,17.9667,55.06,20,0,2.08,NA,Wed Sep 11 21:54:08 2024
297,vila franca do campo,37.7167,-25.4333,70.21,99,12,7.09,PT,Wed Sep 11 21:54:09 2024
298,fortaleza,-3.7227,-38.5247,82.08,86,20,16.11,BR,Wed Sep 11 21:51:23 2024
299,aral,40.5156,81.2636,65.07,39,1,12.39,CN,Wed Sep 11 21:54:09 2024
300,coahuayana de hidalgo,18.7,-103.6583,78.62,91,100,4.47,MX,Wed Sep 11 21:54:09 2024
301,betio village,1.358,172.9211,89.64,67,25,10.76,KI,Wed Sep 11 21:54:09 2024
302,guerrero negro,27.9769,-114.0611,69.33,82,0,18.68,MX,Wed Sep 11 21:54:09 2024
303,pacific grove,36.6177,-121.9166,66.36,86,75,11.99,US,Wed Sep 11 21:54:09 2024
304,macaiba,-5.8583,-35.3539,74.23,94,40,6.91,BR,Wed Sep 11 21:54:09 2024
305,queenstown,-31.8976,26.8753,52.14,90,76,3.51,ZA,Wed Sep 11 21:54:09 2024
306,georgetown,5.4112,100.3354,76.95,88,40,5.99,MY,Wed Sep 11 21:42:51 2024
307,yuzhno-kurilsk,44.0306,145.8556,70.45,55,100,2.37,RU,Wed Sep 11 21:54:10 2024
308,mugia,43.1041,-9.2179,62.91,92,100,10.42,ES,Wed Sep 11 21:54:10 2024
309,san jose del guaviare,2.5729,-72.6459,77.85,83,100,2.57,CO,Wed Sep 11 21:54:10 2024
310,maceio,-9.6658,-35.7353,72.84,94,40,3.44,BR,Wed Sep 11 21:53:18 2024
311,brisas de zicatela,15.8369,-97.0419,81.23,81,20,2.01,MX,Wed Sep 11 21:54:10 2024
312,auki,-8.7676,160.7034,83.84,74,100,6.04,SB,Wed Sep 11 21:54:10 2024
313,carbonear,47.7332,-53.2148,59.34,84,6,10.74,CA,Wed Sep 11 21:54:10 2024
314,akrehamn,59.2667,5.1833,52.05,76,100,20.71,NO,Wed Sep 11 21:54:10 2024
315,covington,39.0837,-84.5086,73.22,56,0,3.44,US,Wed Sep 11 21:54:11 2024
316,howard springs,-12.497,131.047,89.51,53,8,11.3,AU,Wed Sep 11 21:54:11 2024
317,santiago del torno,-17.9833,-63.3833,83.7,27,1,6.35,BO,Wed Sep 11 21:50:08 2024
318,nabire,-3.3667,135.4833,87.21,61,99,4.07,ID,Wed Sep 11 21:54:11 2024
319,mil'kovo,55.6078,37.7956,66.34,62,100,7.56,RU,Wed Sep 11 21:54:11 2024
320,pekan,3.4836,103.3996,83.19,76,100,5.48,MY,Wed Sep 11 21:54:11 2024
321,anloga,5.7947,0.8973,76.44,90,74,13.67,GH,Wed Sep 11 21:54:11 2024
322,nacala,-14.5428,40.6728,76.96,68,100,8.86,MZ,Wed Sep 11 21:54:12 2024
323,oppdal,62.5943,9.6912,42.8,83,91,14.9,NO,Wed Sep 11 21:54:12 2024
324,pathein,16.7833,94.7333,81.18,88,100,9.31,MM,Wed Sep 11 21:54:12 2024
325,acarau,-2.8856,-40.12,77.38,83,12,18.34,BR,Wed Sep 11 21:54:12 2024
326,sovetskaya gavan',48.9723,140.2878,73.67,38,2,15.79,RU,Wed Sep 11 21:54:12 2024
327,madang,-5.2246,145.7966,88.27,59,100,5.64,PG,Wed Sep 11 21:54:12 2024
328,alice town,25.7167,-79.3,84.65,70,86,8.3,BS,Wed Sep 11 21:54:12 2024
329,abeche,13.8292,20.8324,78.35,72,100,4.09,TD,Wed Sep 11 21:54:12 2024
330,penzance,50.1186,-5.5371,52.48,67,100,16.67,GB,Wed Sep 11 21:54:12 2024
331,qaqortoq,60.7167,-46.0333,44.02,73,100,2.64,GL,Wed Sep 11 21:54:12 2024
332,cooma,-36.2333,149.1333,45.43,82,100,11.3,AU,Wed Sep 11 21:54:13 2024
333,mahenge,-8.6833,36.7167,59.49,73,60,0.92,TZ,Wed Sep 11 21:54:13 2024
334,lubao,14.9167,120.55,83.91,72,100,3.0,PH,Wed Sep 11 21:54:13 2024
335,san antonio de pale,-1.4014,5.6325,76.01,86,100,12.33,GQ,Wed Sep 11 21:54:13 2024
336,cockburn town,21.4612,-71.1419,83.8,75,16,16.53,TC,Wed Sep 11 21:54:13 2024
337,ivins,37.1686,-113.6794,89.96,12,0,1.99,US,Wed Sep 11 21:54:13 2024
338,chonchi,-42.6128,-73.8092,45.12,97,90,2.8,CL,Wed Sep 11 21:54:13 2024
339,smithers,54.7804,-127.1743,62.92,48,75,8.05,CA,Wed Sep 11 21:54:13 2024
340,melekeok village,7.4957,134.6367,81.16,83,100,18.41,PW,Wed Sep 11 21:54:13 2024
341,egilsstadir,65.2653,-14.3948,37.31,65,0,8.05,IS,Wed Sep 11 21:54:14 2024
342,shostka,51.863,33.4698,60.98,86,100,6.8,UA,Wed Sep 11 21:54:14 2024
343,chadron,42.8294,-102.9999,83.88,21,40,18.41,US,Wed Sep 11 21:54:14 2024
344,yinchuan,38.4681,106.2731,70.5,71,92,6.29,CN,Wed Sep 11 21:54:14 2024
345,yilan,24.757,121.753,85.87,68,100,5.26,TW,Wed Sep 11 21:54:14 2024
346,colonia,50.9333,6.95,47.95,87,0,5.75,DE,Wed Sep 11 21:54:14 2024
347,cedeira,43.6797,-8.0209,60.84,100,100,8.48,ES,Wed Sep 11 21:54:14 2024
348,pesqueira,-8.3578,-36.6964,62.96,91,88,11.56,BR,Wed Sep 11 21:54:14 2024
349,callao,-12.0667,-77.15,63.72,82,75,9.22,PE,Wed Sep 11 21:52:46 2024
350,taroudant,30.4703,-8.877,68.02,71,0,0.47,MA,Wed Sep 11 21:54:14 2024
351,skowhegan,44.7651,-69.7192,59.7,95,6,1.86,US,Wed Sep 11 21:54:15 2024
352,yokadouma,3.5167,15.05,69.71,98,100,1.16,CM,Wed Sep 11 21:54:15 2024
353,mattoon,39.4831,-88.3728,71.55,68,0,3.44,US,Wed Sep 11 21:52:01 2024
354,kotlas,61.2611,46.6556,58.28,92,81,4.0,RU,Wed Sep 11 21:54:15 2024
355,bamboo flat,11.7,92.7167,84.29,84,40,11.5,IN,Wed Sep 11 21:54:15 2024
356,muscat,23.6139,58.5922,80.98,71,0,6.73,OM,Wed Sep 11 21:50:42 2024
357,bomdila,27.25,92.4,59.09,71,66,1.83,IN,Wed Sep 11 21:54:15 2024
358,mwene-ditu,-7.0,23.45,70.5,74,98,2.15,CD,Wed Sep 11 21:54:15 2024
359,weno,7.4515,151.8468,85.95,84,100,12.66,FM,Wed Sep 11 21:54:15 2024
360,minas de marcona,-15.2119,-75.1103,51.8,82,7,11.32,PE,Wed Sep 11 21:54:15 2024
361,kez,57.8979,53.7152,53.28,93,100,6.08,RU,Wed Sep 11 21:54:16 2024
362,alice springs,-23.7,133.8833,74.75,25,7,20.71,AU,Wed Sep 11 21:54:16 2024
363,dwarka,22.2394,68.9678,81.37,74,100,13.89,IN,Wed Sep 11 21:54:16 2024
364,gizo,-8.103,156.8419,81.68,82,96,11.14,SB,Wed Sep 11 21:54:16 2024
365,sint michiel liber,12.15,-68.9833,85.82,84,20,13.8,CW,Wed Sep 11 21:54:16 2024
366,sitka,57.0531,-135.33,58.89,67,75,8.05,US,Wed Sep 11 21:54:16 2024
367,kayangel,8.0823,134.7173,81.55,90,100,34.18,PW,Wed Sep 11 21:54:16 2024
368,lumberton,34.6182,-79.0086,71.58,78,0,5.75,US,Wed Sep 11 21:50:22 2024
369,kolonia,50.9333,6.95,47.95,87,0,5.75,DE,Wed Sep 11 21:54:14 2024
370,sinabang,2.4803,96.3801,81.05,82,100,2.37,ID,Wed Sep 11 21:54:17 2024
371,nadi,-17.8,177.4167,86.0,62,40,16.11,FJ,Wed Sep 11 21:54:17 2024
372,nemuro,43.3236,145.575,67.12,76,100,1.68,JP,Wed Sep 11 21:54:17 2024
373,santa elena de uairen,4.6167,-61.1333,69.28,83,20,2.46,VE,Wed Sep 11 21:54:17 2024
374,essaouira,31.5125,-9.77,69.3,68,20,8.05,MA,Wed Sep 11 21:54:17 2024
375,santiago de cao,-7.9589,-79.2392,62.73,88,75,9.22,PE,Wed Sep 11 21:54:17 2024
376,albertina,-22.2008,-46.6158,67.64,30,0,7.63,BR,Wed Sep 11 21:54:17 2024
377,san mariano,7.5,126.0,78.21,89,100,2.82,PH,Wed Sep 11 21:54:17 2024
378,tabou,4.423,-7.3528,75.99,90,79,10.47,CI,Wed Sep 11 21:54:17 2024
379,lorengau,-2.0226,147.2712,79.88,89,100,8.81,PG,Wed Sep 11 21:54:17 2024
380,al ghayzah,16.2079,52.176,78.42,83,85,2.53,YE,Wed Sep 11 21:54:18 2024
381,palafrugell,41.9174,3.1631,67.35,87,100,1.99,ES,Wed Sep 11 21:54:18 2024
382,saint-laurent-du-maroni,5.5039,-54.0289,76.84,83,15,4.52,GF,Wed Sep 11 21:49:39 2024
383,fort mcmurray,56.7268,-111.381,65.79,45,100,6.91,CA,Wed Sep 11 21:53:39 2024
384,jiashan,30.8492,120.9258,86.52,71,100,12.15,CN,Wed Sep 11 21:54:18 2024
385,kili,5.6439,169.1211,84.96,67,2,11.72,MH,Wed Sep 11 21:54:18 2024
386,inhambane,-23.865,35.3833,70.5,76,46,9.6,MZ,Wed Sep 11 21:54:18 2024
387,burang,30.25,81.1667,44.55,91,100,4.7,CN,Wed Sep 11 21:54:18 2024
388,ardakan,32.31,54.0175,75.56,15,0,4.99,IR,Wed Sep 11 21:54:18 2024
389,dunedin,-45.8742,170.5036,44.8,97,100,5.99,NZ,Wed Sep 11 21:54:18 2024
390,horta,38.5333,-28.6333,69.03,83,11,4.0,PT,Wed Sep 11 21:54:19 2024
391,kegeyli shahar,42.7767,59.6078,64.81,43,20,8.81,UZ,Wed Sep 11 21:54:19 2024
392,wanning,18.8003,110.3967,83.3,69,78,3.65,CN,Wed Sep 11 21:54:19 2024
393,basciftlik,40.5469,37.1692,58.59,39,0,6.31,TR,Wed Sep 11 21:54:19 2024
394,matsue,35.4722,133.0506,87.75,74,75,4.61,JP,Wed Sep 11 21:54:19 2024
395,chingola,-12.529,27.8838,66.74,37,40,9.55,ZM,Wed Sep 11 21:54:19 2024
396,plymouth,41.8334,-70.8328,61.66,85,0,0.0,US,Wed Sep 11 21:54:19 2024
397,dovhe,48.3653,23.279,59.22,94,91,1.52,UA,Wed Sep 11 21:54:19 2024
398,neka,36.6508,53.299,74.71,94,75,6.91,IR,Wed Sep 11 21:54:19 2024
399,labytnangi,66.6572,66.4183,54.9,83,31,7.07,RU,Wed Sep 11 21:54:19 2024
400,ancud,-41.8697,-73.8203,45.93,83,100,7.76,CL,Wed Sep 11 21:54:19 2024
401,nassau,40.7507,-73.5829,66.74,82,0,0.0,US,Wed Sep 11 21:54:20 2024
402,balikpapan,-1.2675,116.8289,83.39,65,20,13.8,ID,Wed Sep 11 21:54:20 2024
403,kupang,-10.1667,123.5833,90.18,55,20,18.41,ID,Wed Sep 11 21:54:20 2024
404,cole harbour,44.6724,-63.4751,56.59,84,1,4.34,CA,Wed Sep 11 21:51:50 2024
405,sao paulo de olivenca,-3.3783,-68.8725,82.44,48,1,0.81,BR,Wed Sep 11 21:54:20 2024
406,bandarbeyla,9.4942,50.8122,76.86,83,83,21.43,SO,Wed Sep 11 21:54:20 2024
407,broken hill,-31.95,141.4333,58.19,32,0,21.94,AU,Wed Sep 11 21:54:20 2024
408,walvis bay,-22.9575,14.5053,52.74,83,0,7.72,NA,Wed Sep 11 21:54:20 2024
409,kilembe,0.2,30.0,61.88,66,70,4.92,UG,Wed Sep 11 21:54:20 2024
410,bay harbor,30.1471,-85.6146,76.95,96,75,9.22,US,Wed Sep 11 21:54:21 2024
411,happy valley-goose bay,53.3168,-60.3315,46.71,76,75,4.61,CA,Wed Sep 11 21:54:21 2024
412,altamira,-3.2033,-52.2064,81.91,49,12,3.74,BR,Wed Sep 11 21:54:21 2024
413,manihari,25.35,87.6333,85.86,72,99,5.23,IN,Wed Sep 11 21:54:21 2024
414,stjordalshalsen,63.4681,10.9262,53.6,58,0,21.85,NO,Wed Sep 11 21:54:21 2024
415,viedma,-40.8135,-62.9967,43.02,50,0,9.66,AR,Wed Sep 11 21:54:21 2024
416,kadnikov,59.5022,40.338,54.55,85,71,5.26,RU,Wed Sep 11 21:54:21 2024
417,les anglais,18.3054,-74.2197,78.53,84,69,3.49,HT,Wed Sep 11 21:54:21 2024
418,sheridan,44.8333,-106.9173,70.7,50,96,1.01,US,Wed Sep 11 21:54:21 2024
419,zykovo,55.9519,93.1461,43.07,74,91,2.82,RU,Wed Sep 11 21:54:21 2024
420,cuatro cienegas de carranza,26.9833,-102.0833,84.34,39,87,7.36,MX,Wed Sep 11 21:54:22 2024
421,san andres,12.5847,-81.7006,86.02,74,20,5.75,CO,Wed Sep 11 21:54:22 2024
422,afaahiti,-17.75,-149.2833,75.49,87,31,17.76,PF,Wed Sep 11 21:54:22 2024
423,reggane,26.7158,0.1714,90.95,18,14,13.24,DZ,Wed Sep 11 21:54:22 2024
424,janeng,-25.4167,25.55,60.13,71,7,16.62,BW,Wed Sep 11 21:54:22 2024
425,emerald,-23.5333,148.1667,79.34,51,0,5.79,AU,Wed Sep 11 21:50:10 2024
426,yemetsk,63.4721,41.7941,56.5,89,74,6.46,RU,Wed Sep 11 21:54:22 2024
427,langsa,4.4683,97.9683,74.46,95,100,1.86,ID,Wed Sep 11 21:54:22 2024
428,tezu,27.9167,96.1667,86.02,53,11,1.88,IN,Wed Sep 11 21:54:22 2024
429,mweka,-4.85,21.5667,69.94,95,100,4.63,CD,Wed Sep 11 21:54:22 2024
430,aljezur,37.3191,-8.8033,61.61,84,35,14.97,PT,Wed Sep 11 21:54:23 2024
431,undurkhaan,47.3194,110.6556,55.24,57,100,20.83,MN,Wed Sep 11 21:54:23 2024
432,rano,11.5491,8.5746,71.94,91,68,6.85,NG,Wed Sep 11 21:54:23 2024
433,terrace,54.5163,-128.6035,64.31,55,75,6.91,CA,Wed Sep 11 21:52:50 2024
434,yeppoon,-23.1333,150.7333,73.22,63,0,9.01,AU,Wed Sep 11 21:54:23 2024
435,dogubayazit,39.5469,44.0842,62.58,55,0,1.12,TR,Wed Sep 11 21:54:23 2024
436,shahritus,37.2637,68.1385,67.93,26,0,1.54,TJ,Wed Sep 11 21:54:23 2024
437,ingeniero jacobacci,-41.3427,-69.5448,39.69,54,9,9.06,AR,Wed Sep 11 21:54:23 2024
438,itamaraca,-7.7478,-34.8256,74.01,83,12,11.61,BR,Wed Sep 11 21:54:24 2024
439,kosong,38.3788,128.4676,70.83,97,100,2.98,KR,Wed Sep 11 21:54:24 2024
440,kzyltu,53.6364,72.3414,49.57,84,100,7.92,KZ,Wed Sep 11 21:54:24 2024
441,papao,-17.75,-149.55,83.88,84,7,16.13,PF,Wed Sep 11 21:54:24 2024
442,changli,39.7042,119.1506,74.05,50,2,4.16,CN,Wed Sep 11 21:54:24 2024
443,kidal,18.4411,1.4078,84.58,54,100,4.36,ML,Wed Sep 11 21:54:24 2024
444,harran,36.86,39.0314,74.73,67,0,5.55,TR,Wed Sep 11 21:54:24 2024
445,tagiura,32.8817,13.3506,77.9,66,0,8.41,LY,Wed Sep 11 21:54:24 2024
446,turtas,58.9417,69.1325,52.2,89,27,2.86,RU,Wed Sep 11 21:54:25 2024
447,kazerun,29.6195,51.6541,82.35,19,0,4.43,IR,Wed Sep 11 21:54:25 2024
448,bairnsdale,-37.8333,147.6167,51.3,82,100,1.41,AU,Wed Sep 11 21:54:25 2024
449,taraz,42.9,71.3667,48.61,61,0,8.95,KZ,Wed Sep 11 21:54:25 2024
450,kattivakkam,13.2167,80.3167,85.96,74,28,11.07,IN,Wed Sep 11 21:54:25 2024
451,aweil,8.7682,27.4002,72.12,95,82,3.51,SS,Wed Sep 11 21:54:25 2024
452,spittal an der drau,46.8,13.5,57.85,99,100,0.96,AT,Wed Sep 11 21:54:25 2024
453,zyryanskoye,56.8306,86.6258,42.03,74,100,4.16,RU,Wed Sep 11 21:54:25 2024
454,kapa'a,22.0752,-159.319,84.52,68,0,10.36,US,Wed Sep 11 21:54:25 2024
455,la rioja,42.25,-2.5,55.18,83,100,6.8,ES,Wed Sep 11 21:50:11 2024
456,phan rang-thap cham,11.5667,108.9833,83.61,72,100,0.63,VN,Wed Sep 11 21:54:26 2024
457,villa elisa,-25.3667,-57.6167,78.04,63,58,16.11,PY,Wed Sep 11 21:54:26 2024
458,cabeza del buey,38.7223,-5.2195,67.64,26,55,3.02,ES,Wed Sep 11 21:54:26 2024
459,juruti,-2.1522,-56.0922,87.44,40,84,3.89,BR,Wed Sep 11 21:54:26 2024
460,macia,-25.0269,33.0989,65.77,83,1,7.9,MZ,Wed Sep 11 21:54:26 2024
461,beledweyne,4.7358,45.2036,76.24,79,81,19.33,SO,Wed Sep 11 21:54:26 2024
462,baiti,13.745,-14.7482,75.51,97,99,7.76,SN,Wed Sep 11 21:54:26 2024
463,freeport,40.6576,-73.5832,67.05,83,0,3.44,US,Wed Sep 11 21:54:26 2024
464,kayes,14.0,-11.0,75.56,91,86,2.77,ML,Wed Sep 11 21:54:26 2024
465,port alfred,-33.5906,26.891,62.19,94,100,8.99,ZA,Wed Sep 11 21:54:26 2024
466,hovd,48.0056,91.6419,57.07,42,100,1.99,MN,Wed Sep 11 21:54:27 2024
467,nikolayevsk-on-amure,53.1406,140.73,54.28,55,80,17.81,RU,Wed Sep 11 21:54:27 2024
468,riverton,40.5219,-111.9391,84.69,17,100,18.41,US,Wed Sep 11 21:49:55 2024
469,trinity,28.1808,-82.6818,80.94,88,100,3.0,US,Wed Sep 11 21:54:27 2024
470,dryden,49.7833,-92.7503,62.89,94,20,5.75,CA,Wed Sep 11 21:54:27 2024
471,bay roberts,47.5999,-53.2648,58.14,94,5,1.01,CA,Wed Sep 11 21:54:27 2024
472,bodo,67.28,14.405,59.77,81,97,5.01,NO,Wed Sep 11 21:54:27 2024
473,malone,44.8487,-74.2949,53.55,87,61,4.79,US,Wed Sep 11 21:54:27 2024
474,alvaraes,-3.2208,-64.8042,81.45,45,42,1.79,BR,Wed Sep 11 21:54:27 2024
475,okha,53.5739,142.9478,49.39,68,85,27.94,RU,Wed Sep 11 21:54:28 2024
476,schoningen,52.138,10.9675,44.38,87,0,4.76,DE,Wed Sep 11 21:54:28 2024
477,alpine,32.835,-116.7664,67.5,71,0,6.91,US,Wed Sep 11 21:54:28 2024
478,phatthalung,7.5,100.0833,85.35,65,70,6.53,TH,Wed Sep 11 21:54:28 2024
479,buka,40.8108,69.1986,62.56,24,100,3.94,UZ,Wed Sep 11 21:54:28 2024
480,kushiro,42.975,144.3747,70.75,73,75,1.14,JP,Wed Sep 11 21:54:28 2024
481,livadiya,42.8692,132.6764,73.85,46,0,6.96,RU,Wed Sep 11 21:54:28 2024
482,dahlonega,34.5326,-83.9849,70.92,66,100,6.26,US,Wed Sep 11 21:54:28 2024
483,pemba,-12.974,40.5178,75.9,94,20,9.22,MZ,Wed Sep 11 21:54:29 2024
484,dombarovskiy,50.7587,59.5386,54.43,77,23,11.79,RU,Wed Sep 11 21:54:29 2024
485,colby,39.3958,-101.0524,78.85,31,0,19.57,US,Wed Sep 11 21:54:29 2024
486,port augusta,-32.5,137.7667,63.05,31,0,18.43,AU,Wed Sep 11 21:54:29 2024
487,peace river,56.2501,-117.286,66.51,48,75,4.61,CA,Wed Sep 11 21:54:29 2024
488,salekhard,66.53,66.6019,54.97,81,32,8.79,RU,Wed Sep 11 21:54:29 2024
489,oban,56.4127,-5.4706,47.25,76,100,9.24,GB,Wed Sep 11 21:54:29 2024
490,bara,10.3744,10.7288,74.55,91,91,5.73,NG,Wed Sep 11 21:54:29 2024
491,marsh harbour,26.5412,-77.0636,81.82,75,99,10.38,BS,Wed Sep 11 21:54:29 2024
492,new plymouth,-39.0667,174.0833,58.8,100,100,10.78,NZ,Wed Sep 11 21:54:30 2024
493,praya,14.9215,-23.5087,79.34,89,20,4.61,CV,Wed Sep 11 21:54:30 2024
494,xai-xai,-25.0519,33.6442,66.51,85,4,9.78,MZ,Wed Sep 11 21:54:30 2024
495,quellon,-43.1167,-73.6167,44.85,91,100,6.55,CL,Wed Sep 11 21:50:50 2024
496,letterkenny,54.95,-7.7333,42.15,87,7,4.59,IE,Wed Sep 11 21:54:30 2024
497,al hazm,16.1641,44.7769,82.36,17,92,2.55,YE,Wed Sep 11 21:54:30 2024
498,abepura,-2.6333,140.5833,88.61,62,20,4.61,ID,Wed Sep 11 21:54:30 2024
499,nar'yan-mar,67.6713,53.087,56.05,92,50,9.06,RU,Wed Sep 11 21:54:30 2024
500,gamba,-2.65,10.0,74.39,91,77,4.63,GA,Wed Sep 11 21:54:30 2024
501,al kharijah,25.4514,30.5464,87.39,26,0,6.13,EG,Wed Sep 11 21:54:31 2024
502,fort bragg,35.139,-79.006,71.82,79,0,4.61,US,Wed Sep 11 21:54:31 2024
503,christchurch,-43.5333,172.6333,66.4,39,98,18.41,NZ,Wed Sep 11 21:52:19 2024
504,jiuquan,39.7432,98.5174,58.6,77,100,14.41,CN,Wed Sep 11 21:54:31 2024
505,east ballina,-28.8667,153.5833,70.39,75,78,10.25,AU,Wed Sep 11 21:54:31 2024
506,portland,45.5234,-122.6762,68.02,77,37,5.01,US,Wed Sep 11 21:52:25 2024
507,calapan,13.4117,121.1803,86.07,70,100,8.25,PH,Wed Sep 11 21:54:31 2024
508,olenegorsk,68.15,33.3,53.96,86,35,4.27,RU,Wed Sep 11 21:54:31 2024
509,edd,13.9297,41.6925,88.07,67,87,7.96,ER,Wed Sep 11 21:54:31 2024
510,heist,53.65,9.65,45.36,96,1,4.61,DE,Wed Sep 11 21:54:32 2024
511,tamarin,-20.3256,57.3706,65.52,95,5,6.38,MU,Wed Sep 11 21:54:32 2024
512,praia,14.9215,-23.5087,79.34,89,20,4.61,CV,Wed Sep 11 21:54:32 2024
513,rio grande,-32.035,-52.0986,58.6,93,100,19.24,BR,Wed Sep 11 21:50:03 2024
514,jayapura,-2.5333,140.7,88.99,65,100,3.69,ID,Wed Sep 11 21:54:32 2024
515,tangalle,6.024,80.7911,79.25,87,96,9.66,LK,Wed Sep 11 21:54:32 2024
516,conde,-7.2597,-34.9075,71.06,100,75,9.22,BR,Wed Sep 11 21:54:32 2024
517,sibolga,1.7427,98.7792,75.88,93,100,2.95,ID,Wed Sep 11 21:54:32 2024
518,isla vista,34.4133,-119.861,69.82,74,0,6.91,US,Wed Sep 11 21:54:32 2024
519,boguchany,58.3814,97.4531,45.39,72,100,4.68,RU,Wed Sep 11 21:54:32 2024
520,port blair,11.6667,92.75,84.24,84,40,11.5,IN,Wed Sep 11 21:54:33 2024
521,sambava,-14.2667,50.1667,68.52,91,48,9.01,MG,Wed Sep 11 21:54:33 2024
522,port saint john's,-31.6229,29.5448,66.79,94,100,19.06,ZA,Wed Sep 11 21:54:33 2024
523,tazacorte,28.629,-17.9293,72.57,77,75,18.41,ES,Wed Sep 11 21:54:33 2024
524,choibalsan,48.0667,114.5,55.22,45,100,16.15,MN,Wed Sep 11 21:54:33 2024
525,wau,7.7029,27.9953,71.2,83,75,2.44,SS,Wed Sep 11 21:54:33 2024
526,lamar,33.6668,-95.5836,67.91,98,100,11.5,US,Wed Sep 11 21:51:01 2024
527,aripuana,-9.1667,-60.6333,83.35,35,99,0.67,BR,Wed Sep 11 21:54:33 2024
528,kashima-shi,35.9654,140.6447,94.89,61,24,5.79,JP,Wed Sep 11 21:54:34 2024
529,keren,15.7778,38.4581,70.48,84,53,1.86,ER,Wed Sep 11 21:54:34 2024
530,salalah,17.0151,54.0924,80.69,89,40,5.75,OM,Wed Sep 11 21:54:34 2024
531,beloyarskiy,63.7119,66.6722,51.53,84,39,6.13,RU,Wed Sep 11 21:54:34 2024
532,laplace,30.0666,-90.4801,76.98,98,100,28.34,US,Wed Sep 11 21:54:34 2024
533,yamethin,20.4333,96.15,72.99,97,100,8.63,MM,Wed Sep 11 21:54:34 2024
534,gutao,37.2025,112.1781,73.9,49,1,9.98,CN,Wed Sep 11 21:54:34 2024
535,urumqi,43.801,87.6005,61.75,52,0,6.71,CN,Wed Sep 11 21:54:34 2024
536,mangrol,21.1167,70.1167,80.73,80,92,13.91,IN,Wed Sep 11 21:54:35 2024
537,fengxiang,47.5833,130.8333,68.67,50,99,9.86,CN,Wed Sep 11 21:54:35 2024
538,piti village,13.4626,144.6933,84.31,88,75,16.11,GU,Wed Sep 11 21:54:35 2024
539,moengo,5.6167,-54.4,77.34,82,11,3.22,SR,Wed Sep 11 21:54:35 2024
540,guiuan,11.0333,125.7247,83.59,77,99,16.24,PH,Wed Sep 11 21:54:35 2024
541,crane,31.3974,-102.3501,81.19,28,0,9.33,US,Wed Sep 11 21:54:35 2024
542,san ignacio de velasco,-16.3667,-60.95,80.01,29,0,4.18,BO,Wed Sep 11 21:54:35 2024
543,ibusuki,31.2333,130.65,86.0,70,2,6.93,JP,Wed Sep 11 21:54:35 2024
544,lloydminster,53.2835,-110.0016,62.82,42,100,13.8,CA,Wed Sep 11 21:54:35 2024
545,tanjung selor,2.8372,117.3642,85.8,58,100,5.26,ID,Wed Sep 11 21:54:35 2024
